"Woher kommt der Ausdruck ""Bratkartoffelverhältnis"". ";"Der Ausdruck stammt noch aus dem ersten Weltkrieg und bezeichnete eine kurzfristige Liebesbeziehung, die besonders wegen der besseren Verpflegungsverhältnisse eingegangen wird. Heute wird er meist als Synonym zur ""wilden Ehe"" benutzt.";;;;;;;;;;;;;;;;;;;;;;;;;;
„Es faustdick hinter den Ohren haben“;Der Ausdruck geht auf einen alten Volksglauben zurück. Laut diesem sitzen List und Verschlagenheit in Form kleiner Dämonen hinter den Ohren. Zu erkennen ist dies an Wülsten hinter den Ohren. Hat jemand besonders dicke, also faustdicke Wülste, gilt er als ziemlich gewieft.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Nicht gut Kirschen essen“;Mittelalter, süßen Früchte selten und teuer, feine Gesellschaft zum Kirschen essen, nicht schick genug gespickt und verjagt;;;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt der Ausdruck pudelnass für sehr nass?;Der Pudel war früher ein Jagdhund und wurde bevorzugt beim Apportieren von Wasservögeln eingesetzt. ;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Ein blaues Wunder erleben""";"Beim Blaudruck, einer alten Textil-Färbetechnik, wird auf den Stoff mittels kunstvoll gearbeiteter Druckstöcke, ein Muster aufgebracht. Allerdings nicht mit blauer Farbe, sondern mit einer ""Papp"" genannten farbabweisenden Masse. Wenn der Auftrag durchgetrocknet ist, wird der Stoff in die Färbebrühe getaucht und dann zum Trocknen aufgehängt. Der zunächst gelbliche Farbton wird durch den Luftsauerstoff dann blau. Man erlebt sein ""Blaues Wunder"". Auf denselben Ursprung gehen auch ""Blau machen"" und ""jemanden Grün und Blau schlagen"" zurück"".";;;;;;;;;;;;;;;;;;;;;;;;;;
„Das geht auf keine Kuhhaut“;Im Mittelalter glaubte man, dass einen der Teufel beobachtet und alle Verfehlungen aufschreibt. Früher schrieb man auf Kuhhaut. Hatte man viel angestellt, hatte der Teufel viel auf die Kuhhaut zu schreiben. War dies allerdings zu viel, so ging es nicht mehr auf die Kuhhaut.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher kommt der Begriff ""Leine ziehen"" im Sinne von ""Hau ab, verschwinde!"" ?";"Die Redensart stammt aus der Binnenschifffahrt. Mit der Leine ist das Schiffszugseil gemeint, an denen die Kähne vom Ufer der Wasserstraße hergezogen (getreidelt) wurden. Der Befehl ""Zieh Leine!"" bedeutete für die Zugknecht, dass sie jetzt dafür zu sorgen hatten, das es vorwärts ging.";;;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt der Begriff „armer Schlucker“?;1782 ließ Kaiser Franz Josef aus Österreich eine 24 km lange Mauer um den Tiergarten in Wien errichten.;Bei der Ausschreibung hat sich einer total verkalkuliert und musste am Ende sogar draufzahlen. Er hieß „Philipp Schlucker“;;;;;;;;;;;;;;;;;;;;;;;;;
„Blau machen“;Im Mittelalter haben die Färber blaue Wolle hergestellt. An dem Tag, an dem die Farbe trocknen musste, konnten sie nicht arbeiten, haben also blau gemacht.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Milchmädchenrechnung“;In einer Fabel von Lafontaine bringt eine Magd einen Topf Milch zum Markt. Auf dem Weg überlegt sie, wie sie für die Milch ein Huhn erhält das Eier legt und wie sie aus dem Gewinn des Eierverkaufs ein Schwein und eine Kuh bezahlt. Dann fällt sie hin, der Topf läuft aus und die Ganze Rechnung stimmt nicht mehr.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Kleider machen Leute""";Auf jeden Fall ist es ist eine Novelle von Gottfried Keller, in der ein Schneider in einem Dorf wegen seiner edlen Kleidung (er hatte gerade keine anderen als die, die er eigentlich hatte verkaufen wollen) für einen Grafen gehalten wird.;"Aber vermutlich ist es schon eine Feststellung aus dem Mittelalter, denn auch von damals gibt es Geschichten wie diese: Ein Gelehrter ging über den Markt und keiner grüßte ihn. Als er aber in der Amtstracht dann unterwegs war wurde er von allen gegrüßt. Zuhause zog er den Anzug aus und fragte verärgert das Stück Stoff:"" Bist du der Doktor oder bin ich es?""";;;;;;;;;;;;;;;;;;;;;;;;;
„Das ist dasselbe in Grün“;1925 stellte Opel einen billigen Kleinwagen her, der Laubfrosch genannt wurde, weil es ihn nur in grün gab. Er war eine fast identische Kopie des in Frankreich hergestellten Citroën 5 CV. Deshalb sagte der Volksmund: „Das ist dasselbe in Grün“;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Einen Vogel haben""";"Vom alten Glauben, dass in den Köpfen ""Verrückter"" flatternde Vögel nisteten.";;;;;;;;;;;;;;;;;;;;;;;;;;
"""Kein Blatt vor dem Mund nehmen""";Diese Redewendung spiegelt eine alte Theatersitte wider. Die Schauspieler machten sich unkenntlich, indem sie Blätter vor ihr Gesicht hielten. Sie konnten dann Anliegen vorbringen, ohne später dafür zur Rechenschaft gezogen zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Sich einen zwitschern""";Korken an der Flasche reiben - zwitschern;;;;;;;;;;;;;;;;;;;;;;;;;;
„Es zieht wie Hechtsuppe“;"jiddisch: Hech = wie; suffa =Sturm. hech suffa = wie Sturm. Daraus wurde Hechtsuppe.";;;;;;;;;;;;;;;;;;;;;;;;;;
„Jemandem nicht das Wasser reichen können“;Die Redensart kommt aus dem Mittelalter. Damals haben auch die besseren Stände mit den Fingern gegessen. Weil diese dabei fettig und schmutzig werden, wurden zum Essen auch Wasserschalen gereicht, um die Finger zu reinigen. Dafür beauftragte der Adel Tischdiener. War jemand nicht einmal für eine solche nicht anspruchsvolle Tätigkeit geeignet, konnte er einem quasi nicht mal das Wasser reichen. Wenn man heute jemanden das Wasser reichen kann, heißt es, dass man auf gleicher Augenhöhe ist. Das war also nicht die ursprüngliche Bedeutung, da ein Tischdiener nicht gleich auf mit dem Adel war.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Mein Name ist Hase, ich weiß von nichts“;Die Redensart geht auf einen deutschen Jurastudenten namens Viktor von Hase zurück. 1855 musste er sich vor Gericht verantworten, weil er einem Freund nach einer Straftat zur Flucht verholfen hatte. Er sagte bei der Verhandlung nur: „Mein Name ist Hase, ich weiß von nichts.“;;;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt die Redensart „Oberwasser haben“?;Manche Mühlen haben Unterwasser (von Unten), manche Mühlen haben Oberwasser (von Oben).;;;;;;;;;;;;;;;;;;;;;;;;;;
„Zieh Leine!“;Die Redensart stammt aus der Binnenschifffahrt. Große Lastkähne wurden früher vom Ufer aus von Pferden gezogen. Das Signal „Zieh Leine“ wurde dabei gerufen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt die Redensart, etwas oder jemanden „auf Vordermann“ bringen?;Vom Militär: dort muss man sich beim Antreten nach dem Vordermann ausrichten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt die Redensart: „Etwas auf ’s Tapet bringen“?;alt franz: Tapet = Teppich. Auf Verhandlungstischen waren früher Teppiche (bedeutet: etwas zur Sprache bringen);;;;;;;;;;;;;;;;;;;;;;;;;;
„Eulen nach Athen tragen“;Die Eule ist in der griechische Mythologie Sinnbild der Weisheit und ständige Begleiterin der Göttin Athene, die auch die Namensgeberin und Schutzpatronin der Stadt Athen ist. Entsprechend oft kam die Eule in Athen vor (in Ornamenten, auf Münzen, Skulpturen, Abbildungen…). Eulen nach Athen zu tragen war also sehr überflüssig, weil dort schon übermäßig viele waren.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Jemanden eine Abfuhr erteilen“;Fechten: wenn ein Duellant so verletzt war, dass er von seinem Helfer abgeführt werden musste, dann hatte man ihm eine Abfuhr erteilt.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Aus dem Stegreif""";"Die Redewendung ""aus dem Stegreif"" stammt aus der Welt des Reitens und hat ihren Ursprung im Mittelalter. Sie bedeutet, etwas spontan, ohne Vorbereitung oder direkt aus der Situation heraus zu tun.";"Der Begriff ""Stegreif"" leitet sich von den althochdeutschen Wörtern ""stëgar"" (Steigbügel) und ""reif"" (Schlinge oder Riemen) ab. Der Stegreif war also ursprünglich der Steigbügel oder eine einfache Vorrichtung am Sattel, die dem Reiter half, auf das Pferd zu steigen. „Aus dem Stegreif“ bedeutete wörtlich, etwas zu tun, ohne vom Pferd abzusteigen – also direkt aus dem Sattel heraus, ohne lange Vorbereitung oder zusätzliche Hilfsmittel.";;;;;;;;;;;;;;;;;;;;;;;;;
"""Das ist keinen Pfifferling wert""";Pfifferlinge wurden früher oft in großen Mengen gefunden. Außerdem sind diese Pilze sehr fein und schmal, so dass man für eine Mahlzeit sehr viele braucht (Viele Pfifferlinge, um satt zu werden). Ein einzelner Pfifferling war damals praktisch wertlos.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Das kann doch kein Schwein lesen""";"Von der Gelehrtenfamilie ""Swyn"", die ungebildeten Nachbarn beim Lesen half.";;;;;;;;;;;;;;;;;;;;;;;;;;
"""Einen Eiertanz aufführen""";Johann Wolfgang von Goethe beobachtete ein Mädchen Eier auf einen Teppich legte und mit verbundenen Augen drum herumtanzte. Das Mädchen berührte kein einziges Ei und Johann Wolfgang von Goethe war so erstaunt darüber, dass er das Geschehene aufgeschrieben hat und seitdem gibt es das als Redewendung.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher kommt die Redewendung ""Falscher Fuffziger""?";Der Falsche Fuffziger, ist eine unaufrichtige, unzuverlässige Person. Der Ausdruck stammt aus diesem Jahrhundert (Berlin) und bezieht sich wohl auf die 50-Pfennig-Münze, die wohl relativ leicht zu fälschen war.;"Die Redewendung ""Falscher Fuffziger"" kommt daher, dass der Metallkern der Münzen früher entfernt wurde und dann mit Blei wieder aufgefüllt wurde (deshalb auch das draufbeissen). Wenn die Münze sich bog war sie eine Fälschung, also ein ""Falscher fuffziger""";;;;;;;;;;;;;;;;;;;;;;;;;
"""Frech wie Oskar""";"""Einige Sprachforscher führen diesen Spruch auf den Leipziger Jahrmarktverkäufer Oskar Seifert zurück, der seinen Zeitgenossen durch besondere Derbheiten beim Anbieten der Ware auffiel.";Der Duden leitet die Redewendung vom Namen des Kritikers Oskar Blumenthal ab (1852-1917) der sehr scharfe und bissige Kritiken schrieb.;"Andere behaupten, die Redensart habe gar nichts mit dem Namen Oskar zu tun, sondern komme aus dem Jiddischen: das jiddische Wort für frech ist ossok.""";;;;;;;;;;;;;;;;;;;;;;;;
"""Geld auf den Kopf hauen""";Münzen legte man beim Zahlen mit der Kopfseite nach unten.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Sich auftakeln""";"Die Redewendung stammt ursprünglich aus der Seemannssprache. In der Seefahrt bedeutet ""takeln"", ein Schiff mit Masten, Segeln und Tauwerk auszustatten oder es seetüchtig zu machen. Das ""Auftakeln"" war dabei der Vorgang, das Schiff vollständig zu rüsten und in einen imposanten Zustand zu versetzen.";;;;;;;;;;;;;;;;;;;;;;;;;;
"""Über den Tisch ziehen""";Vom Fingerhakeln, wo man den Gegner am Mittelfinger über den Tisch zieht.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Auf dem Holzweg sein“;Holzwege wurden von Holzfällern angelegt, um Holz abzutransportieren – diese Wege enden mitten im Wald – wenn man „auf dem Holzweg“ ist;;;;;;;;;;;;;;;;;;;;;;;;;;
„Auf großem Fuße leben“ ;Französisches Mittelalter, Graf von Anjou. Er ließ sich um 1100 lange Schnabelschuhe anfertigen, um den hässlichen Auswuchs seines Fußes zu verhindern. Dies kam in Mode und die Schuhe wurden immer länger. Ganz reiche Fürsten hatten Schuhe zwischen ½ bis 1 Meter Länge. Diese wurden später sogar verboten, weil es laufend Unfälle gab.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Von Tuten und Blasen keine Ahnung haben“;Es gab im späten Mittelalter eine gering angesehene Arbeit, die des Nachtwächters. Wer damals Nachtwächter war, war eher nicht der Gescheiteste. Als Nachtwächter hatte man nichts zu tun außer bei Gefahr ins Horn zu stoßen. Wer sogar dazu zu dusselig war, hatte von Tuten und Blasen keine Ahnung.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher kommt die Redewendung, dass jemandem ""Der Arsch auf Grundeis"" geht?";Wenn das Grundeis auf dem Boden eines Sees taut, dann bricht es in Platten vom Boden ab. Und donnert an die Wasseroberfläche. Dies macht sehr laute Geräusche, weshalb man Mitte des 18. Jahrhunderts parallel zu Menschlichen Magen-Darm-Geräuschen zog.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Einen hinter die Binde kippen""";Man kippt sich den Schnaps in den Hals hinter die Binde, alt für Krawatte.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Wie von der Tarantel gestochen""";Im Mittelalter und in der frühen Neuzeit gab es weit verbreitete Mythen über die Auswirkungen des Tarantel Bisses. Manche glaubten, der Biss führe zu einer Art „Besessenheit“, die nur durch sehr schnelle und hektische Bewegungen – teils in Form von Tänzen – geheilt werden könne. Dieser Tanz wurde als „Tarantella“ bekannt und war ein folkloristischer Tanz, der angeblich dabei half, den „Gift“ aus dem Körper zu vertreiben.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Jemandem aufs Dach steigen“;Wenn ein Mann sich von seiner Ehefrau herumkommandieren ließ, deckten ihm die Nachbarn das Dach ab um ihn bloßzustellen.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Jemandem ein X für ein U vormachen“;Das Zeichen X ist sowohl Buchstabe X als auch im lateinischen die Zahl zehn. Das Zeichen U wurde früher wie V geschrieben und bedeutet zugleich die Zahl fünf. Wenn ein Gläubiger aus einem X ein V machte, indem er die Striche verlängerte, betrog er seinen Schuldner, denn er machte aus der 5 eine 10.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Sich verhaspeln“;Beim Spinnrad:;"Garnhaspel: wickelt das Garn von den Spulen; kann sich „verhaspeln“.";;;;;;;;;;;;;;;;;;;;;;;;;
Woher kommt die Zeitungsente?;"Der Begriff ""Ente"" für eine Falschmeldung hat mit tierischem Blödsinn nichts zu tun. Vielmehr ist Ente eine Abkürzung und englisch: Das Wort kommt von NOT TESTFIED, nicht bestätigt. Aus der Abkürzung NT wurde mit der Zeit eNTe.";;;;;;;;;;;;;;;;;;;;;;;;;;
"""In die Binsen gehen""";"""in die Binsen gehen"" hat damit zu tun, dass die Binsen am Wasser wachsen und wenn bei der Jagd die bejagte Wildente ""in die Binsen ging"", war sie für den Jäger und den Hund nicht mehr zu greifen, also verloren.";;;;;;;;;;;;;;;;;;;;;;;;;;
„Das sind doch olle Kamellen“;Kamelle kommt von alter Kamille – und alte Kamille verliert ihr Aroma & ihre Heilkraft;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher stammt der Begriff ""Otto Normalverbraucher“?";"Der Name stammt aus dem Kabarettfilm ""Berliner Ballade"" von 1948. Die Hauptrolle (eben den Otto N.) spielte Gert Fröbe, Produzent war Heinz Rühmann.";"Otto Normalverbraucher war ein ausgemergelter Kriegsheimkehrer. Der Nachname leitet sich ab von der Bezeichnung ""für Normalverbraucher"" die auf den damals im Umlauf befindlichen Lebensmittelmarken stand.";;;;;;;;;;;;;;;;;;;;;;;;;
„Man hat schon Pferde kotzen sehen“;(Spruch bedeutet etwas Unmögliches) Pferde können nicht kotzen.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Aller guten Dinge sind drei“;Ding = Thing (altgermanisch). Thing = Gerichtsverhandlung.;"Diese wurden drei Mal im Jahr abgehalten; wenn der Angeklagte auch zum dritten Thing nicht erschien, konnte er nicht mehr mit einem für ihn guten Thing rechnen (→ er wurde in Abwesenheit verurteilt)";;;;;;;;;;;;;;;;;;;;;;;;;
„Das kommt mir spanisch vor“;Stammt aus der Zeit, als Karl V. (1500 – 1558) deutscher Kaiser war. 1516 wurde Karl V. zusätzlich zum König von Spanien gekrönt. Viele bis dahin in Deutschland unbekannte und teilweise als unerhört empfundene Sitten, Bräuche und Moden fanden damals bei Hofe Eingang und kamen den Leuten „Spanisch“ vor.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Arm wie eine Kirchenmaus""";In einer Kirche gibt es keine Speisekammer.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Aus der Schule plaudern“;In den Philosophenschulen der griechischen Antike waren die Angehörigen zum Schweigen verpflichtet. Was dort besprochen wurde, sollte nicht nach außen dringen. Wer „aus der Schule plauderte“, musste mit entsprechenden Sanktionen rechnen.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Das ist ein teures Pflaster“;(medizinisches) Pflaster musste früher selbst bezahlt werden;;;;;;;;;;;;;;;;;;;;;;;;;;
„Die Hand ins Feuer legen“;"Mittelalter: Feuerurteil: der Angeklagte musste, um seine Unschuld zu beweisen, seine Hand ins Feuer legen; nur wenn die Wunden schnell verheilt waren war er unschuldig.";;;;;;;;;;;;;;;;;;;;;;;;;;
„Jemandem einen Korb geben“;Unerwünschte Verehrer wurden früher in einem schadhaften Korb zum Kammerfenster der Burg emporgezogen, in der die Angebetete wohnte. Bei dieser Prozedur krachten sie häufig mit dem Sitz durch den morschen Boden des Korbs.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Auf den Hund gekommen sein“;"Mittelalter: Das Vermögen wurde in Truhen aufbewahrt, auf deren Boden Hunde eingeritzt/aufgemalt waren (zum Schutz); wenn kein Geld mehr in der Truhe, war konnte man die Hunde sehen und war ""auf den Hund gekommen""";;;;;;;;;;;;;;;;;;;;;;;;;;
„Auf keinen grünen Zweig kommen“;Geht auf einen alten Rechtbrauch aus dem Mittelalter zurück. Hatte jemand ein Grundstück erworben, überreichte ihm der Vorbesitzer bei der Übergabe eine kleine Rasenscholle mit eingestecktem grünem Zweig. Wer also arm und besitzlos blieb, der „kam nie auf einen grünen Zweig“.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Das geht mir an die Nieren“;Mittelalter: (Niere: Sitz des Geschlechtstriebes) Strafe bei Ehebruch: Es wurde die Niere herausgeschnitten.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Eine Leichenbittermiene machen“;Leichenbitter bitten die Angehörigen zur Beerdigung → machen eine ernste Miene;;;;;;;;;;;;;;;;;;;;;;;;;;
„Etwas auf die lange Bank schieben“;Stammt aus der Zeit, als in Deutschland das römische Recht eingeführt wurde. Im Gegensatz zum bis dahin geltendes Gewohnheitsrecht ist das römische Recht „geschriebenes Recht“. Vor Gericht gab es von da an erstmals Akten. Diese wurden direkt im Gerichtssaal auf langen Bänken, den sogenannten Banktruhen abgelegt. Da es auch schon damals lange dauern konnte, bis so ein Prozess beendet war, wurden die Akten nach einem Verhandlungstag immer wieder „auf die lange Bank geschoben“. ;;;;;;;;;;;;;;;;;;;;;;;;;;
„Sich etwas hinter die Ohren schreiben“;Die Redensart geht auf einen alten deutschen Rechtsbrauch zurück. Zu Grundsteinlegungen, wichtigen Grenzziehungen und zum Abschluss bedeutender Verträge holten unsere Vorfahren ihre Kinder hinzu, damit diese notfalls in der nächsten Generation als lebende Zeugen aussagen könnten. Da Kinder solche Vorgänge erfahrungsgemäß nicht sonderlich interessieren, gab man ihnen, als Denkzettel sozusagen, einfach eins hinter die Ohren, um die Erinnerung an den denkwürdigen Tag, an das bemerkenswerte Ereignis zu stärken: Man „schrieb“ es ihnen hinter die Ohren ...;;;;;;;;;;;;;;;;;;;;;;;;;;
„Sich freuen wie ein Schneekönig“;Schneekönig: frühere Bezeichnung für Zaunkönig. Im Winter spielen Zaunkönige im Schnee.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher stammt die Redensart: ""sich verfranzen""";"1.Weltkrieg hießen Piloten Emil und Navigatoren Franz; wenn Franz falsche Angaben gab, dann verfranzte"" sich Emil.";;;;;;;;;;;;;;;;;;;;;;;;;;
“Ein Mädchen unter die Haube bringen“;In Deutschland mussten im Mittelalter verheiratete Frauen ihre Haare zu Zöpfen flechten und unter einer Haube verbergen.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Alle Register ziehen""";Vom gleichzeitigen Spielen aller Orgelpfeifen.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Alter Schwede""";Schwedische Soldaten nannten so anerkennend ihre Ausbilder.;;;;;;;;;;;;;;;;;;;;;;;;;;
"Woher stammt die Redewendung ""das A und O"" für das Wichtigste oder den Kern einer Sache?";"Die Redewendung ""das A und O"" stammt aus der Bibel und hat ihren Ursprung in der griechischen Sprache. Sie verweist auf die Buchstaben Alpha (Α) und Omega (Ω), den ersten und letzten Buchstaben des griechischen Alphabets.";;;;;;;;;;;;;;;;;;;;;;;;;;
"""Das ist mir schnuppe.""";"Die ""Schnuppe"" ist das verkohlte Ende eines Kerzendochtes. Und wenn einem etwas schnuppe ist, dann es ihm so viel wert wie das verkohlte Ende eines Dochtes - also nichts. In Berlin wurde der Begriff wohl ab 1850 verwendet. Und: ""Schnuppe"" kommt vom mittelalterlichen Wort ""snuppen"" und bedeutet so viel wie putzen. Und der Docht einer Kerze musste früher geputzt werden.";Und Sternschnuppe heißt es, weil man dachte, es sei ein Stück Abfall vom Stern weggeputzt worden.;;;;;;;;;;;;;;;;;;;;;;;;;
"""Umgekehrt wird ein Schuh draus""";Vom Schuhmacher, da Schuhe auf links genäht und dann umgekrempelt wurden.;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Unter die Arme greifen""";Es gibt eine Theorie, dass die Redewendung „unter die Arme greifen“ ihren Ursprung in der Ritterzeit haben könnte, aber der Zusammenhang ist eher indirekt. In der Ritterzeit gab es eine Praxis, bei der ein Ritter oder ein Diener einem anderen Ritter half, sich auf das Pferd zu schwingen oder ihn in anderen körperlich schwierigen Situationen zu unterstützen, indem er ihm „unter die Arme griff“. In dieser Zeit war es eine übliche Geste, um jemandem zu helfen, insbesondere wenn schwere Rüstungen oder andere körperliche Einschränkungen die Beweglichkeit einschränkten. Das „Unter die Arme greifen“ konnte also buchstäblich als physische Hilfe zum Aufstehen oder Reiten verstanden werden.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Den Faden verlieren“;Aus der griechischen Mythologie: Ariadne war die Tochter des kretischen König Minos. Sie hatte einen Geliebten Namens Theseus und als dieser in das Labyrinth gejagt wurde in dem sich der menschenfressende Minotaurus befand, steckte sie ihm ein Wollknäul zu, damit er wieder aus dem Labyrinth herausfinden konnte. Diesen „Faden der Ariadne“ durfte Theseus also auf keinen Fall verlieren, sonst wäre er verloren gewesen. (Es gibt aber auch viele andere Theorien die erklären, woher diese Redensart stammen könnte – siehe Internet);;;;;;;;;;;;;;;;;;;;;;;;;;
„Einen Zahn zulegen“;Früher hing der Kochtopf / Kessel an einer Zahnstange über der offenen Feuerstelle. Legte man also einen Zahn zu, war der Kessel näher am Feuer und das Essen wurde schneller gar.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Etwas anzetteln“;Weberei: Längsfäden eines Gewebes = Zettel;anzetteln = Anfang eines Gewebes herrichten;;;;;;;;;;;;;;;;;;;;;;;;;
Woher stammt die Redewendung, der oder die „geht ab wie Schmidts Katze“?;Schmidt = Schmied;"In Schmieden gab es Mäuse; deshalb hatten die Schmiede Katzen; Katze erschrak, wenn der Schmied auf den Amboss schlug (Lärm) und floh schnell.";;;;;;;;;;;;;;;;;;;;;;;;;
„Etwas auf dem Kerbholz haben“;Das Kerbholz ersetzte auf dem Lande bis ins 19. Jh. bei den des Lesens und Schreibens Unkundigen das Schuldbuch: So ein Kerbholz bestand aus zwei aufeinanderpassenden Holzstäben, in welche die Schulden des Käufers eingekerbt wurden. Einen Stab erhielt der Gläubiger, den anderen der Schuldner. Zur Abrechnung schickte der Gläubiger dem Schuldner seinen Stab, der sich durch Zusammenlegung mit dem seinen von der Richtigkeit der Rechnung überzeugen konnte.;;;;;;;;;;;;;;;;;;;;;;;;;;
„Etwas auf der Pfanne haben“;Auf die Pfanne einer Waffe wurde früher das Schwarzpulver gelegt. Wenn man etwas auf der Pfanne hatte, war man im Vorteil;;;;;;;;;;;;;;;;;;;;;;;;;;
Alle Wege führen nach Rom.;Es gibt viele Möglichkeiten, ein Ziel zu erreichen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Aller Anfang ist schwer.;Die ersten Schritte in etwas Neuem sind oft am schwierigsten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Aller guten Dinge sind drei.;Dinge gelingen oft beim dritten Versuch oder sind besser, wenn sie zu dritt kommen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Alles hat ein Ende, nur die Wurst hat zwei.;Alles geht irgendwann zu Ende.;;;;;;;;;;;;;;;;;;;;;;;;;;
Alte Liebe rostet nicht.;Wahre Liebe hält ein Leben lang.;;;;;;;;;;;;;;;;;;;;;;;;;;
Alter schützt vor Torheit nicht.;Auch ältere Menschen können unkluge Entscheidungen treffen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Auch ein blindes Huhn findet mal ein Korn.;Auch jemand ohne großes Können hat manchmal Glück oder Erfolg.;;;;;;;;;;;;;;;;;;;;;;;;;;
Aufgeschoben ist nicht aufgehoben.;Etwas zu verschieben bedeutet nicht, dass es nicht mehr getan werden muss.;;;;;;;;;;;;;;;;;;;;;;;;;;
Aus den Augen, aus dem Sinn.;Wenn jemand oder etwas nicht mehr präsent ist, wird es leicht vergessen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Aus Fehlern wird man klug.;Man lernt am besten aus eigenen Fehlern und Erfahrungen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Besser spät als nie.;Es ist besser, etwas zu spät zu tun, als es gar nicht zu tun.;;;;;;;;;;;;;;;;;;;;;;;;;;
Besser ein Ende mit Schrecken als ein Schrecken ohne Ende.;Es ist besser, Missstände schnell zu beenden, als lange unter ihnen zu leiden.;;;;;;;;;;;;;;;;;;;;;;;;;;
Blut ist dicker als Wasser.;Familienbande sind stärker als andere Beziehungen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Da liegt der Hase im Pfeffer.;Hier liegt das Problem.;;;;;;;;;;;;;;;;;;;;;;;;;;
Da wird der Hund in der Pfanne verrückt.;Die Redewendung ‚Da wird der Hund in der Pfanne verrückt!‘ drückt Ungläubigkeit oder großes Erstaunen über etwas aus, das man nicht oder kaum für möglich gehalten hätte.;Sie bezieht sich vermutlich auf eine Till-Eulenspiegel-Geschichte. Till Eulenspiegel ist die Hauptfigur eines bekannten deutschen Volksbuchs aus dem frühen 16. Jahrhundert. Laut Buch zog Till Eulenspiegel durchs Land und spielte seinen Mitmenschen Streiche, indem er deren Aussagen oder Anweisungen wörtlich nahm. In der 45. Geschichte hilft Eulenspiegel einem Braumeister aus, der einen Hund namens ‚Hopf‘ besitzt. Als der Braumeister zu einer privaten Feier aufbricht, erteilt er Eulenspiegel den Auftrag, den Hopfen für die Bierherstellung zu sieden (= kochen). Eulenspiegel nimmt die Anweisung jedoch wörtlich und wirft kurzerhand den Hund ‚Hopf‘ zum Sieden in die Braupfanne. Als der Braumeister zurückkehrt, ist er empört und jagt Eulenspiegel vom Hof. Aus dieser Geschichte soll sich der Ausspruch ‚Da wird der Hund in der Pfanne verrückt!‘ entwickelt haben, um das Erstaunen oder auch die Empörung über etwas Unvorhergesehenes auszudrücken.;;;;;;;;;;;;;;;;;;;;;;;;;
Da steppt der Bär.;Da ist was los. Es herrscht eine gute Stimmung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Das Glück hilft dem Tüchtigen.;Fleiß und Anstrengung werden oft belohnt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Das Glück ist mit den Dummen.;Menschen, die unüberlegt oder sorglos handeln, haben damit oft überraschenden Erfolg.;;;;;;;;;;;;;;;;;;;;;;;;;;
Das Leben ist kein Wunschkonzert/Ponyhof.;Man bekommt im Leben nicht immer, was man möchte.;;;;;;;;;;;;;;;;;;;;;;;;;;
