Seit wann gibt es Doktortitel?;"Doktor ist lat. ""Lehrer"". Bis zum Ende des 12.Jh. war Doktor ohne formelle Verleihung die Bezeichnung für jeden Lehrer. Der Begriff wurde im Mittelalter abwechselnd mit Scholastikus und Magister gebraucht. Mit dem Aufkommen der Unis begann die Regelung der Voraussetzung zur Verleihung des Doktor-Grades, die zugleich gewöhnlich die Zuerkennung der Lehrbefugnis bewirkte. Als erste Promotionsordnung (die regelt, wer, wie, wenn überhaupt, Doktor werden darf) gilt ein Dekret des Papst Honorius III. von 1219 für die Uni Bologna. Und da haben wir den Schuldigen: Aufgrund eines Papstdekretes gibt es Doktoren, kein Wunder, dass sich die Professoren wie die Halbgötter fühlen, wenn schon der Stellvertreter Gottes das ganze institutionalisierte. Ob der Heilige Vater sich dessen bewusst war, dass er damit auch ein klein wenig am eigenen Stuhlbein zu raspeln anfing ...? Übrigens: Das Gesetz über die Führung akademischer Grade in Deutschland ist vom 7.6.1939. Akademische Grade können mit dem Namen geführt werden, sind aber nicht Namensbestandteil."
Sind Blüten Falschgeld?;"Nein. Im Amtsdeutsch der Polizei sind Blüten ""Abbildungen von Banknoten, einseitig bedruckt und nicht als Zahlungsmittel verwendbar""!"
Sind Nüsse Gehirnnahrung? ;Nein, es stimmt nicht. Zwar liefern sie wertvolle Vitamine und Fette, aber die werden erst verbraucht, wenn nicht genügend Kohlehydrate vorhanden sind. Denn diese können leichter verwertet werden. Solche Kohlehydrate stecken zum Beispiel in Kartoffeln, Reis und Gemüse. 
Stechen Mücken nur Menschen mit süßem Blut? ;Nein, es stimmt nicht. Ob eine Mücke sticht oder nicht, hängt von den Körperausdünstungen der Person ab. Diese sind genetisch bedingt. Deshalb kann man sich auch nicht durch ein Parfüm schützen. 
Stehen bei Angst die Haare zu Berge? ;Ja, es stimmt. Auf Angst reagiert unser Körper unterschiedlich. Die einen bekommen schweißnasse Hände, andere Herzrasen und manchen stehen sogar die Haare zu Berge. 
Stimmt es, dass 4/5 aller Männer und nur 1/5 aller Frauen homosexuell sind? ;Schätzungen gehen davon aus, dass etwa 5-6% aller Männer und Frauen in der Bevölkerung ausschließlich oder ganz überwiegend homosexuell sind. Dabei sind Männer häufiger (3-4%) homosexuell als Frauen (ca. 2%). 
Stimmt es, dass Indianer (zumindest einige Stämme) von Geburt an schwindelfrei sind?;"Irokesen (genauer: Mohawks aus dem Kahnawake Reservat) arbeiten oft auf Wolkenkratzer-Baustellen. Die Männer nennt man im Baujargon übrigens ""Skywalker"". Allerdings handelt es sich nicht um angeborene Schwindelfreiheit, sondern um eine Kombination aus Übung und Mut. Im US-Staat Illinois gibt es sogar ein 14-tägiges Trainingsprogramm für die Indianer, die in der Hochbaubranche arbeiten wollen.Die Tradition geht auf das Jahr 1886 zurück, als eine kanadische Firma die Eisenbahnbrücke über den St.-Lorenz-Strom errichtete. Anthropologische Studien ergaben im Übrigen keinerlei Beweise für eine angeborene Fähigkeit. "
Stimmt es, dass Zecken sich auf ihre Opfer fallen lassen können?  Oder muss man sie vielmehr von Gräsern etc. abstreifen?;"Die Zecken lauern im Grünzeug und warten aufs ""Abstreifen""."
Tja, wie es heißt es nur - Eiswürfelformer? Eiswürfelmacher? Eisform? Mir fehlten die Worte. Oder eher gesagt der richtige Begriff für jenes Ding, wo man Wasser reinfüllt, es ins Eisfach stellt um anschließend Eiswürfel zu ernten. Weißt Ihr's?;Eiswürfelbereiter nennt man sowas wohl.
"Und woher stammen die ""Sieben Todsünden“?";"Die ""sieben Todsünden"", sind eine Liste die der erste „Papst“ genannte Bischof von Rom, Gregor der Große, am Ende des 6. Jahrhunderts aus der Heiligen Schrift ableitete, Gregors Katalog der sieben Hauptsünden ist von seiner Auslegung der alttestamentarischen Bücher Hiob und des Propheten Ezechiel abzuleiten. Zu einem kirchlich allgemein anerkannten Katalog der Todsünden kam es jedoch nicht. Das hat schon mit dem Sprachgebrauch der Bibel zu tun.  „Hauptsünden“ nannte der heilige Johannes in seiner ersten Epistel jene Sünden, die den geistigen Tod, das heißt den Verlust der göttlichen Gnade, zur Folge haben. Genau und im Einzelnen benannt hat er sie aber nicht. Wer sich in Lexika und theologischen Schriften auf die Suche nach den Todsünden macht und die klassischen sieben zu finden hofft, entdeckt überraschenderweise neun, und zwar: Hoffart (oder Hochmut), Neid, Luxus (oder Verschwendungssucht), Geiz (oder Habgier), Zorn, Wollust, Faulheit, Gefräßigkeit und Eitelkeit. So genau hat man es niemals genommen und nahm es auch später nicht. "
Vertragen Chinesen keine Milch? ;Nein, zum großen Teil nicht. Erwachsene Chinesen vertragen keine Milch, weil ihnen das Enzym Lactase fehlt. Dieses braucht man, um das Milcheiweiß abzubauen. Babys trinken allerdings Muttermilch. 
Verursachen Süßigkeiten Pickel? ;Nein, es stimmt nicht! Es gibt keine wissenschaftlichen Beweise dafür, dass der Genuss bestimmter Nahrungsmittel Akne fördert. In früheren Jahren wurden Untersuchungen mit zahlreichen Freiwilligen durchgeführt, die über einen längeren Zeitraum schokoladenreiche Kost zu sich genommen haben. Dabei wurden keine Veränderungen ihres Hautzustandes festgestellt. 
Verursacht Eisessen Kopfschmerzen? ;Ja, es stimmt! Das kommt durch bestimmte Rezeptoren im Mundbereich, welche die Kältesignale an Nerven im Gehirn weiterleiten. Als Folge davon kommt es zu diesem Kopfschmerz. Dieser kann auch durch zu kalte Getränke ausgelöst werden. 
"Von wem stammt das Zitat ""Was kümmert mich mein Geschwätz von Gestern?""";Das Zitat stammt von Konrad Adenauer. 
Wächst beim Lügen die Nase? ;Ja, es stimmt insofern, als dass beim Lügen emotionale Erregungszustände ablaufen, die sich in physiologischen Reaktionen - wie Erhöhung der Atem- und der Pulsfrequenz - äußern. Das bewirkt eine erhöhte Durchblutung der peripheren, kleinen Blutgefäße in der Haut. Dadurch schwillt natürlich auch die Nase etwas an. Sehen kann man die Veränderungen allerdings nicht. 
War die Mauer rund um ganz Westberlin? ;"Ja. Die Gesamtlänge der Mauer betrug 155 km, davon lagen 43 km innerhalb des Stadtzentrums. Die Länge der Berliner Grenze um Umland beträgt ca. 112km. Allerding waren nur etwa 106 km wirklich ""Mauer"" (Betonplattenwand mit Rohrauflage) es gab auch noch Metallgitterzäune etc."
Warum beginnen in US-Filmen die Telefonnummern immer mit 555?;"Telefonnummern die mit 555 beginnen werden in den USA offiziell nicht vergeben, sondern sind ein ""Sonderkontingent"" für Hollywood. Damit soll verhindert werden, dass irgendein armer Ahnungsloser von einer Zillion Irrer angerufen wird, die mit Forrest Gump sprechen wollen "
Warum drehen sich die Zeiger der Uhren im Uhrzeigersinn, also von links nach rechts?;Die Erfinder der Uhr haben sie so konstruiert, dass sich ihre Zeiger genauso drehen wie der einer Sonnenuhr, und zwar auf der nördlichen Erdhalbkugel. Hätten die Erfinder auf der Südhalbkugel gelebt - dort drehen sich die Sonnenuhren anders herum - würden sich heute vermutlich alle Uhren von rechts nach links drehen.
Warum frieren Pinguine nicht mit ihren Füßen am Eis fest?;"Pinguine frieren nicht am Eis fest, da ihre Füße fast die gleiche Temperatur wie das Eis haben, auf dem sie stehen. So kann das Eis nicht anschmelzen und wieder gefrieren, was uns manchmal passiert, wenn wir mit den Lippen an einem Speiseeis festkleben. Diese ""Eisfüße"" bekommen die Pinguine dadurch, dass ihr Blut auf dem Weg in die Füße stark abgekühlt wird, vor allem durch das kalte Blut, das aus den Füßen in den Körper zurückströmt."
Warum gleichen sich die französischen und niederländischen Flaggen?;"Tun Sie gar nicht wirklich die Niederländischen Streifen verlaufen horizontal, die französischen vertikal (macht schlank). Niederlande ""Prinsenflag"": Es war ein Dekret der holländischen Königin, dass die Nationalflagge der Niederlande 1937 festlegte. Rot-Weiß-Blau entsprang dabei keiner politischen Bewegung. Diese Tatsache war für ein Land, das unter den ersten in Europa Einfluss auf die eigenen Herrscher nehmen konnte, um so erstaunlicher, als man die Souveränität in Kämpfen von den angrenzenden Großmächten erarbeiten musste. Im 15. und 16. Jahrhundert war man davon noch weit entfernt. Frankreich ""Trikolore“ Die blau-weiß-rote Trikolore wurde erst 1830 offizielle Nationalflagge Frankreichs. Die Farben symbolisieren heute die Französische Revolution; sie hatten in der Geschichte aber nicht immer diese Bedeutung. Aus dem Lilienbanner der frühen Karolinger kam z.B. Rot. Auch den Kreuzfahrern zog eine rote Fahne mit weißem Kreuz Christi voran. Das Blau des Himmels wurde zum Sinnbild für die königliche Familie. Im Jahr 1300 hissten französische Schiffer eine blau-rote Fahne als Zeichen ihres Berufsstandes - im übrigen Farben der Stadt Paris. Antwort: Zufall.  Man vergleiche Schweiz und Österreich beide haben rot-weiße Flaggen; nur, die eine zeigt ein Plus, die andere ein Minus ;-) "
Warum haben Anzüge am Ärmel funktionslose Knöpfe?;Diese Knöpfe sind Überbleibsel von alten deutschen Uniformen. Sie hatten damals schon ihre Funktion: sie sollten den Träger davon abhalten, sich mit dem Ärmel die Nase zu putzen.
Warum haben auch Männer Brustwarzen?;Bis zur 7. Schwangerschaftswoche sind alle Embryonen gleich. Bis dahin bilden sich alle lebenswichtigen Organe u.a  auch die Brustwarzen. Erst danach entscheidet sich, ob es ein Mädchen oder ein Junge wird. Die Brustwarzen werden bei Jungen aber nicht zurückgebildet.
Warum haben Krebse blaues Blut?;Bei Menschen sorgt Eisen für die rote Farbe – Krebse besitzen viel Kupfer.
Warum haben Rechtsanwälte schwarze Roben?;Als 1694 in England die Königin Maria II starb, legten die Rechtsanwälte schwarze Roben an und dabei ist es bis heute geblieben.
Warum hat die Stunde 60 Minuten. Warum nicht hundert, also dezimal?;In den meisten Kulturen basieren die Zahlensysteme auf einer Gliederung, die auf der Zahl von Fingern und Händen basiert. So beruhen viele Zahlensysteme auf einer natürlichen Gliederung, die sich durch die fünf Finger einer Hand, die 10 Finger beider Hände oder die insgesamt 20 Finger und Zehen ergeben. Die 5er Stufung findet sich bei Griechen, Mayas und Chinesen. Die 10er Stufung bei Ägyptern, Sumerern und Babyloniern. Inder und Mayas hatten eine 20er Stufung in ihrem Zahlensystem. Eine Ausnahme stellt die 60er Stufung der Sumerer und Babylonier dar, die ihren Ursprung vermutlich in der hochentwickelten Astronomie der Mesapotamier mit ihrer Einteilung des Jahres in 360 Tage hat. Bis zum heutigen Tag verwenden wir die Kreisteilung in 6 * 60° und die Stunde mit 60 Minuten und jeweils 60 Sekunden.
"Warum heißen bei den Nahrungsergänzungsmitteln (Zusatzstoffe) die ihnen zugeordneten E-Nummern ausgerechnet ""E""-Nummer? ";"Das ""E"" steht für ""Europa"". Die Nummern werden für Zusatzstoffe nach Europäischen Vorschriften vergeben es gibt u.a.: E-Nummern 100 bis 199 (Farbstoffe) E-Nummern 200 bis 299 (Konservierungsstoffe) E-Nummern 300 bis 321 (Antioxidantien) E-Nummern 322 bis 375 (Emulgatoren und Säuerungsmittel) E-Nummern 400 bis 419 (Verdickungs- und Geliermittel) E-Nummern 420 bis ... (unterschiedliche Zusatzstoffe)"
Warum heißt das Martinshorn Martinshorn?;Trotz des Namens hat es nichts mit dem heiligen Martin zu tun. Benannt ist sie nach dem Familiennamen des Herstellers. Und das ist die Deutsche Signal-Instrumentenfabrik Max B. Martin. Die traditionsreiche Firma fertigte ab 1880 in Markneukirchen (Sachsen) Rufhörner, Jagdhörner, Kavallerie-Trompeten und Fanfaren-Trompeten für zwei- oder viertönige Signale.
"Warum heißt der ""Manila-Karton"" Manila-Karton. Hat das was mit den Philippinen zu tun?";Das hat tatsächlich was mit den Philippinen zu tun, der Manila-Karton, ein bräunlich-gelber, satinierter Karton wurde früher aus Resten von Manila Hanf hergestellt.  Manila-Hanf wird aus den Blattscheiden der nur auf den Philippinen vorkommenden Textilbanane gewonnen.
"Warum heißt eigentlich Rosen-Paprika ""Rosen""-Paprika?";"""Rosen""-Paprika ist eine Qualitätsbezeichnung. Es gibt 5 Geschmacksstufen beim Paprika, deren Schärfegehalt unterschiedlich ist: Je mehr Adern und Samen mitvermahlen werden, desto schärfer wird der Paprika. Durch dosierte Samenzusätze - es werden auch übriggebliebene Scheidewände und Samen der besseren Sorten für besonders scharfe Paprikaqualitäten mitverwendet - wird die Paprikaschärfe reguliert. Paprika ist also nicht gleich Paprika. Die 5 Qualitätsstufen, deren Schärfegehalt unterschiedlich ist:  1. Delikatess-Paprika: Er besteht aus den besten Paprikafrüchten, würzt ganz mild aromatisch und gibt den Speisen eine appetitliche hellrote Farbe. Delikateß-Paprika eignet sich für die Diätkost. In der Industrie nimmt man ihn zum Färben von Tomatenmark und Tomatenketchup. 2. Edelsüß-Paprika: Das ist das gebräuchlichste Paprikagewürz. Es schmeckt sehr würzig mit einer milden Schärfe und färbt die Speisen dunkelrot. 3. Halbsüß-Paprika: Er hat schon eine bedeutend schärfere Würzkraft und ist deshalb besonders für kräftige Fleischgerichte, zum Beispiel Hammelfleischgerichte und Ungarisch Gulasch, geeignet. 4. Rosen-Paprika: Er ist die schärfste Paprikasorte, die man bei uns kaufen kann. In der ungarischen und Wiener Küche wird Rosen-Paprika am meisten verwendet. Er würzt brennend-scharf und färbt die Speisen stark rot. 5. Scharf-Paprika: Sein Geschmack ist so durchdringend und beißend scharf - er wird aus minder guten Früchten und Zusätzen von Samen und Adern hergestellt -, dass er bei uns gar nicht erst in den Handel kommt."
"Warum heisst ein ""Blimp"" eigentlich ""Blimp""?";"Ein Luftschiff das erst mit Helium gefüllt werden muss um seine typische Zigarrenform zu erhalten heißt ""Blimb"", da es im 2. Weltkrieg bei den Aliierten zwei Arten von ""Luftschiffen"" gab A-starr und B-flexible  oder auf gut englisch:  A-rigid B-limp"
Warum heißt es bei „O Tannebaum“ Blätter und nicht Nadeln?;Der Tannebaum hatte vor 30-40 Millionen Jahren Blätter und im Laufe der Evolution sind von den Blättern nur die Mittelteile übriggeblieben – die heutigen Nadeln
Warum ist ae ein Druckletter, so dass die beiden Buchstaben ineinander übergehen? ;"Im Mittelalter wurde bei unseren Umlauten sowohl in Schrift, als auch Sprache noch getrennt geschrieben und (!) gesprochen. Die Schreibschrift verband dann die beiden Laute zu einem Buchstaben ""¾"". Im Laufe der Jahrhunderte rutschte das e dann übers a und verkümmerte dann zu unseren deutschen ""Umlautstrichen"". Da hat sich also die Schreibweise der Aussprache angepasst."
Warum ist auf manchen Kirchturmuhren die Ziffer 4 verkehrt geschrieben:  IIII statt IV?;"Für die Geschichte der ""Falschen 4"" muss man gaaanz tief in die Geschichtskiste greifen: Eigentlich dürften ja bei römischen Ziffern nie mehr als drei gleiche Zeichen nebeneinanderstehen. Dass sich die ""IV"" gegen die Schreibweise ""IIII"" nicht im römischen Alltag durchsetzen konnte, ist vor allem in der vorchristlichen Religion der Römer begründet. Es galt schlichtweg als blasphemisch, die beiden Anfangsbuchstaben ihres Gottes Jupiter in einem nicht-zeremoniellen Zusammenhang abzubilden. Das Zeichen ""I"" steht im lateinischen für ""J"", das ""V"" für ""U""; eine 1, 2, 3, Gott, 5 ... Zählweise war im Alltag einfach undenkbar. Es gibt auch weitere Legenden um die ""IIII"": König Charles V (1338 bis 1380) ein bedeutender Herrscher und Wissenschaftler in Frankreich, beauftragte seinen Hofuhrmacher Henry de Vick, eine Turmuhr für eine Kirche zu entwerfen. Als der Uhrmacher dem König aber ein Zifferblatt mit einer ""IV"" präsentierte und dies noch mit den Worten vertrat, daß es doch wohl die richtige Schreibweise sei, wurde er gerügt. ""Ich irre nie!"" rief der König aus und verfügt die ""IIII"" als einzig gültige Schreibweise.  Dem französischen König Louis XIV (1774 bis 1792) wird zugeschrieben, er habe die ""IIII"" per Dekret als ""einzig richtige Schreibweise"" für alle Zifferblätter von Uhren verfügt.  Die Turmuhr von ""Big Ben"" in London zeigt übrigens eine ""IV"" Viele Uhrmacher gehen dem Problem auch aus dem Weg, indem sie die Datumsanzeige an den Platz der ""IV"" stellen."
"Warum ist bei gekauftem Waffeleis z.B. von ""Cornetto"" von Langnese die Waffel nicht gefroren? Wenn ich Brot einfriere ist das doch auch hart.";Das liegt daran, dass die Waffeln erst in ihrer endgültigen Form gebacken werden und in ihnen hierbei sämtliche Feuchtigkeit entzogen wird. Hierbei ist die geringe 'Wandstärke' von Vorteil. Da die Waffeln ihre endgültige Form schon besitzen, benötigen sie auch keine Feuchtigkeit mehr um 'biegsam' zu sein. Brot enthält dagegen immer noch Wasser (einfach mal ein Brot in Plastiktüte packen -> es 'schwitzt'). Diese Feuchtigkeit geht beim Backen nicht verloren, da der Brotkörper relativ dick ist und so nicht bis ins innere Austrocknen kann.
Warum ist der Augenaufschlag bei Krokodilen etwas besonderes?;Es hat sechs Augenlieder – ein oben, eins unten, ein eins auf der Seite. Dieses bemüht es als Schutz, wenn es unter Wasser ist. Da es durchsichtig ist, kann es unter Wasser sehen.
Warum ist die Banane krumm?;"Weil die Blüte nach unten hängt. Da die Früchte zum Licht hin (also nach oben) wachsen, müssen sie zwangsweise eine Krümmung machen. Das nennt sich ""negativer Geotropismus""."
Warum ist die Luft nicht sichtbar?;"Sonnenlicht enthält bei Tageslicht (Lichttemperatur 5500 Kelvin) gleiche Anteile von Rot, Grün und Blau, erscheint daher weiß.  1. Wenn ein/e Körper/Substanz einen Teil des einfallenden Lichtes reflektiert ist er für uns sichtbar Bsp.: Festkörper. Körperfarben, mischen sich übrigens nach dem Prinzip der ""subtraktiven Farbmischung"" d.h. je mehr Farben zusammenkommen, desto kleiner der Anteil des reflektierten Lichtes  2. Wenn ein/e Körper/Substanz einen Teil des einfallenden Lichtspektrums absorbiert, also die Farbe des Lichtes ändert, können wir ihn sehen. Bsp. gefärbtes Glas. Wir nehmen also die Änderung in der spektralen Zusammensetzung des Lichtes wahr.  3.Wenn Lichtstrahlen abgelenkt werden, also von dem ""normalen"" Strahlengang abweichen können wir im Vergleich mit der ""Normalität"" den Veränderungsfaktor erkennen. Bsp. gewölbtes Glas, unterschiedlich warme Luftschichten.  Luft ist ein Gemisch aus Stickstoff (78,09 Vol.-%), Sauerstoff (20,95 Vol.-%), Argon (0,93 Vol.-%), Kohlendioxid (0,03 Vol.-%) (sowie leider einer Menge Sondermüll.)  Beim Durchgang durch die Atmosphäre wird die Sonnenstrahlung geschwächt, aber nicht in allen Spektralbereichen gleichmäßig: Durch Absorption durch Ozon, Kohlendioxid und Wasserdampf;  1. durch Reflexion an gröberen Teilchen in der A., v.a. den Dunstpartikeln, und an Wolken;  2.durch diffuse Streuung an Molekülen der Luft, wobei der kurzwellige Teil des Sonnenspektrums (blauer Bereich) weitaus stärker gestreut wird als der langwellige (roter Bereich); die blaue Farbe des Himmels und die gelbroten Farben der Dämmerung beruhen auf diffuser Streuung.  Den Erdboden erreichen nur knapp 50% der an der Grenze der Atmosphäre. auftreffenden Sonnenstrahlung. Also: Luft kann man unter bestimmten Bedingungen schon sehen, da sie das ""Norm""-Licht verändert. "
Warum ist Eis glatt?;"Des einen Freud, des anderen Leid: So sehr eine Rutschpartie auf eisglatter Fahrbahn im Winter von Autofahrern gefürchtet wird - Rennrodeln beispielsweise macht erst so richtig Spaß, wenn der Schlitten wie geschmiert mit Tempo hundert über die glatte Eisoberfläche saust. Um dem Geheimnis der schnellen Flitzer auf die Spur zu kommen, befestigten Wissenschaftler eine Minikamera an den Stahlkufen, um deren Spuren aufzuzeichnen. Deutlich war zu sehen, wie durch das Gewicht des bemannten Schlittens das Eis unter den Kufen zusammengedrückt wird. Es erwärmt sich für kurze Zeit und schmilzt. Man erkennt einen Wasserfilm, auf dem der Schlitten ""wie geschmiert"" läuft. "
Warum ist Freitag der 13. ein Pechtag und warum ist es eigentlich immer die 13 das Pech bringt? ;"Nach alter Zahlensymbolik sei die Primzahl 13 eine ""übersteigerte Zwölf"" (Teufelsdutzend) und zerstöre die Harmonie des Universums. Dagegen hat der Tag zwölf Stunden, das Jahr zwölf Monate, und es gab zwölf Apostel. 13 waren beim Letzten Abendmahl zusammen, um diese Zeit hatte Judas den Lohn für den Verrat an Jesus bereits ausgehandelt.  Noch größer wird die Besorgnis Abergläubischer, wenn die 13 in Kombination mit einem Freitag auftritt, der traditionell als Unglückstag gilt. Weil Jesus der Überlieferung nach an diesem Wochentag gekreuzigt wurde, sei der Tag in christlichen Kulturen meist negativ besetzt, erklärte Hirschfelder. In Israel ist Freitag, der 13., ein Tag wie jeder andere. In Indien, Südostasien und Afrika dagegen ist der Aberglaube so verbreitet wie in der westlichen Kultur. "
Warum ist Hiroshima nicht mehr verstrahlt? ;Zumindest leben ja Menschen dort. Die Wirkung einer Atombombe ist ja weniger die Erzeugung von Strahlung, als die Erzeugung einer Druck- und einer Hitzewelle. Die radioaktive Strahlung wirkt auf zwei Arten: direkte Strahlung im Moment der Explosion (sehr intensiv aber begrenzt in der Reichweite) und Fallout-Strahlung (in Reichweite und Intensität von Umweltbedingungen abhängig). Direkt im Zentrum der Explosion, gibt es wohl ein sog. NIGA Feld (NIGA=Neutronen induzierte Gamma Aktivität) hier fängt der Boden selbst an zu strahlen. Das selbst strahlende Material kann man aber wahrscheinlich abtragen, der Rest verflüchtigt sich wohl auch von selbst (über viele Jahre natürlich).
Warum ist Kot, also die nicht verwertbaren Überreste des Verdauungsvorganges, immer braun? ;"Die Gallensäuren, Gerbstoffe die zur Emulgation von Fetten dienen, erzeugen als ""Nebenwirkung"" die typischen Brauntöne."
Warum ist Neujahr genau eine Woche nach Weihnachten?;"Zufall! Der 25.12. als Weihnachtsfeiertag ist seit ca. 350 urkundlich bekannt. Der Tag ist seit ca. 650 gesetzlicher Feiertag im röm. Reich. Ursprünglich war es ein römischer Feiertag namens ""dies invictia"" der 25. Dezember war zudem der letzte Feiertag der Saturnalien, an diesem Tag war es den Christen möglich unerkannt ein Fest abzuhalten.  Die Kalender-Definition des Jahresbeginns ist, soweit ich informiert bin, wiederum ein ""freigewähltes"" Datum (schon im römischen Reich). Januar war der erste Monat des römischen Jahres. Es dürfte also reiner Zufall sein, dass da genau eine Woche dazwischen liegt. Im Mittelalter kamen noch andere Jahresanfangstheorien auf (Jahresanfange= Weihnachten, Jahresanfang = 25. März (Tag der Verkündigung etc.). Damit wollte die Kirche den heidnischen Riten um den Jahreswechsel ein Ende machen. Um auch kirchlich den allgemein gebräuchlichen 1. Januar als Jahresbeginn begründen zu können, legte man im 7. Jahrhundert kurzerhand den Jahrestag der Beschneidung Christi auf diesen Tag. Für die Datierung von Urkunden wurde der 1. Januar allerdings erst mit der gregorianischen Kalenderreform gebräuchlich. "
Warum ist Schaum weiß, obwohl die Flüssigkeit, die den Schaum bildet, eine andere Farbe hat?;"Ein ordentlich gezapftes Pils dauert immer noch sieben Minuten, allein schon wegen der hübschen Schaumkrone. Wenn man Tee in eine weiße Tasse füllt, kann man sehen, dass dieser viel heller aussieht, wenn ganz wenig in der Tasse ist, als der Tee in einer vollen Tasse. Denn: Je weiter der Weg des Lichts durch eine farbige Flüssigkeit, desto intensiver wirkt die Farbe. Die Blasen des Schaums bestehen aus ganz dünnen Flüssigkeitsschichten, in denen sich Luft oder - im Fall des Bieres - Kohlendioxid befindet. Bleibt noch zu klären, weshalb der Schaum fast weiß aussieht. ""Das hängt mit den Brechungs- und Reflexionserscheinungen zusammen"", erklärt Jörg Fliege von der Fachhochschule Mannheim. Wandert Licht von einem dünnen in ein dichtes Medium (z.B. von Luft in Wasser) oder umgekehrt, dann gibt`s je nach Auftreffwinkel eine Lichtbrechung oder Spiegelung. ""Die Lichtbrechung kennt jeder, der einmal einen geraden Stock ins Wasser gesteckt hat. Der Stock wirkt abgeknickt und sieht unter Wasser schräg aus"", sagt der Professor für Werkstoffwissenschaften. Schaum besteht aus unregelmäßigen Bläschen, die für das Auge alle möglichen Winkel zum Lichteinfall bilden. Ein Teil des Lichts wird an der Oberfläche gespiegelt, andere Teile nach Brechungseffekten von den Bläscheninnenseiten. Fällt weißes Tageslicht auf die Bläschen, dann sieht auch der Schaum weiß aus. Ein ähnliches Phänomen beobachtet man beim Zucker. Als Häufchen auf dem Löffel ist er weiß. Ein einzelnes Zuckerkristall dagegen ist durchsichtig, weil das Licht ungehindert hindurchtreten kann."
Warum kam die junge Amerikanerin Mary Jakob 1914 mit Hilfe von Taschentüchern zu Ruhm & Reichtum?;Ihr gefiel nicht, dass man durch ihr Kleid das Mieder sehen konnte. Deshalb hat sie aus zwei Seidentaschentüchern ein Wäschestück gefertigt, dass Ihre Brust bedeckt. Und so ist der erste BH entstanden.
Warum kann man eine geöffnete Flasche Sekt oder Champagner durch das Einhängen eines Löffels länger frisch halten? ;"Jeder hat es schon mal gehört oder ausprobiert: Bleibt eine Sektflasche angebrochen, steckt man einen Löffel - möglichst aus Silber - in den Flaschenhals; er soll verhindern, dass Kohlensäure entweicht. Das scheint auch zu funktionieren, oder? Schließlich prickelt der Sekt am nächsten Tag erstaunlich gut.  Die Fakten: Ein Liter Sekt enthält im Schnitt neun Gramm Kohlendioxid (CO2). Damit herrscht in einer Flasche bei 20 Grad ein Überdruck von 5,4 bar. Nur unter diesem Druck kann sich überhaupt so viel CO2 im Sekt lösen. Wird die Flasche geöffnet oder gar geschüttelt, sprudelt das Kohlendioxid schnell heraus. Auch die Temperatur spielt eine Rolle. So lösen sich Gase in kalten Flüssigkeiten besser als in warmen - weshalb Sekt kalt gestellt werden sollte. Stellt man die geöffnete und auf Zimmertemperatur erwärmte Flasche zusammen mit dem Löffel zurück in den Kühlschrank, dient der Löffel als Wärmeleiter, der die warme Luft im Flaschenhals schneller nach außen leitet. Der Sekt kühlt schneller wieder ab, und im kalten Sekt bleibt mehr Kohlensäure gelöst. Die bessere Wärmeleitfähigkeit von Silber gegenüber anderen Metallen erklärt, warum es ein silberner Löffel sein soll. Hobbyforscher konnten im Experiment zeigen, dass eine Flasche mit Löffel nach einer Stunde um drei Grad kälter war als eine ohne Löffel. Nach einer Nacht im Kühlschrank fanden sie in der Silberlöffelflasche eindeutig mehr Kohlensäure als in der anderen. Zu einem anderen Ergebnis kommt das Fraunhofer Institut für Chemische Technologie. Hier maßen Forscher die Veränderung der Temperatur einen Zentimeter über der Sektoberfläche über einen Zeitraum von zwei Stunden. Dabei konnte eine schnellere Abkühlung mit Löffel nicht nachgewiesen werden. Auch die britische Zeitschrift ""New Scientist"" wollte es wissen und opferte drei Flaschen Champagner. Die Redakteure stellten die erste halb geleerte Flasche nebst Löffel in den Kühlschrank. Zwölf Stunden später sprudelte der Schampus noch; selbst nach 24 Stunden perlte noch Kohlensäure aus. Im zweiten Versuch steckten sie nur in eine von zwei Flaschen einen Löffel. Dann gaben sie innerhalb der nächsten vier Tage Probanden eine Probe aus beiden Flaschen zu trinken. Und siehe da: Die Freiwilligen konnten keinen Unterschied zwischen dem Sekt aus der einen und dem aus der anderen feststellen. ""Beide Flaschen verloren ihre Kohlensäure exakt gleich schnell"", schreibt ""New Scientist"". Erst nach mehr als vier Tagen war der Sekt völlig schal. Die Löffel-Frage bleibt ungeklärt. Genießer werden sich ohnehin an den verkaufsfördernden Rat der Kellereien halten und Sekt direkt nach dem Öffnen der Flasche trinken."
Warum können Geckos an der Decke laufen?;Seit Jahrhunderten rätseln Forscher, wie Geckos es schaffen, problemlos der Schwerkraft zu trotzen und an Zimmerdecken und Fensterscheiben entlanglaufen können. Jetzt sind amerikanische Biologen dem Geheimnis der kleinen Echsen auf die Schliche gekommen. Sie verdanken ihr Klettergeschick nicht nur den feinen Haaren an ihren Füßen, sondern auch deren besonderer Anordnung. 
Warum lässt sich die Tür eines Gefrierschranks schwer wieder öffnen, wenn er kurz zuvor offen war?;Beim Öffnen gelangt warme Luft in den Gefrierschrank, die sich darin abkühlt und dadurch ihr Volumen verringert. Der so entstandene Unterdruck muss beim erneuten Öffnen überwunden werden.
